tweet,category
داجي الآن خطأ مع القليل من الجبن المونسنيور وندسور,0
قصائد  التي تعاني من الكلبة السيئة نوعًا ما على استعداد للموت في أي يوم الآن,1
  عيد ميلاد سعيد لركوب أو يموت أتمنى أن يكون لديك أفضل عيد ميلاد على الإطلاق أحبك كثيرًا أتمنى أن تحب هذا الأمر,0
آمل أن يأخذني الله قريبًا لقد سئمت من العيش وأريد أن أموت حقًا أشعر أنني أبكي من أجل كل شيء,1
سأموت سخيف ، لقد سئمت من استثمار كل شيء في شخص ثم اجعله يلقونه أنا لست مصنوعًا,1
رجل قصير للغاية لم أستطع التأكيد بما فيه الكفاية على مدى أهمية أن تعيش حبك بالسلام والطاقة الجيدة,0
ينفد من الخيار ، إنه أمر مؤلم جسديًا للتنفس ليس لدي أي حلم أو طموح أو دافع ، لقد حاولت كل ذلك كله إلى المستشفىاذهب إلى المخدرات والشراب أو أيا كان اللعنة تركني هنا بلا شيء ، لذلك لا أستطيع على الأقل التحدث معها بعد الآن حول ما أشعر أنه يؤلمني الكثير من الألم ولماذا لا أعرف لماذا ولدت لأعاني مثلهذا إذا كان الله حقيقيًا ، فهو يريدني ميتًا وأفعل أيضًا,1
 مرحبًا ، إنها فتاة بعض الفضل في المحاولة,0
    أنا مريض وسئمت من الاستماع إلى جاستن ترودو قائلاً إن أولاً وقبل كل شيء كانوا هنا للعمل في ,1
 لي عيد ميلاد سعيد أحب الموافقة المسبقة عن علم الرمزية على شكل فوكسى وكذلك خطط الحفلات الخطيرة لليوم الكبير,0
أنا على استعداد للتخلي عن كل شيء وأريد أن أنهي هذا الألم الذي يقتلني يوميًا,1
لقد انتهيت من ألف في المائة مع  وكل شيء آخر ، لقد سئمت من شرحه وإعادة مزيد من العودة إلى ,1
تعبت من العيش يومًا بعد يوم مثل كل شيء على ما يرام,1
صوت  لصالح  الذي كان يتعين على  أن يلعب بعض  الآن,0
 سخيف قتلني بالفعل لا أريد أن أكون هنا بعد الآن,1
أنا عندما أموت أخيرًا بعد أن أقول إنني أريد أن أموت كل يوم,1
ليلة مذهلة و  الرائعة أحب أعقابي,0
 لقد اكتشفت أن تركيا قريبة جدًا من العراق,0
أريد أن أنهي كل هذا الحزن الذي لا يفارقني وأترك وراءي حياة خالية من الألم والمعاناة,1
لعنة ما هي هذه الحياة المجنونة لي,1
 نسيت حاويات التبعية الحقن في قائمة  التقنية الخاصة بك,0
مرحبًا  حرفيًا أفضل حلوى على الإطلاق,0
زوجتي على إرادته تقول إنه ترك كل ما لديه,1
 أنا  هذا هو ثلاجة  غير متأكد,0
تصبح  كل يوم خيبة أمل بالنسبة لنا الأمريكيين الذين يريدون عودة أمريكا لدينا لأنها هي ,1
  أحبه,0
   لسنوات أكثر رائعة مع تسليط الضوء على الذكرى السنوية السعيدين  الاحتفال ,0
 أعشق موسيقاك أنت موهوب للغاية,0
قلبي ممتلئ بالدموع المخبأة والشكوك التي تقتلني وكل يوم أجد نفسي أكثر وحيدًا,1
يضحك لا أستطيع أن أصدق هجمات البراغيث دوجي ,0
أشعر أن خدرًا أكره وظيفتي ، أكره الاستيقاظ كل يوم ، ولا أشعر بشعورني أنني على تلقائي أوتوبليوت ، لقد تم التخلص منه منذ أشهر تقريبًا من علاقة لمدة عام تقريبًا ، لا شيء يهتفني بعد الآن أن والداي في حالة أخرى ، لذا لا يمكنني رؤيتهما كلما أناأريد أن لا أعرف إذا كان بإمكاني أن أنهي ذلك بنفسي ، لكنني أحلم بطرق أخرى مثل سيارة تضربني وقتلني على الفور أفكر في بعض الأحيان في تناول مجموعة من الحبوب والسماح بذلك,1
 أعتقد أنني نفدت من نكت جاك باور أو بول أوكونيل أيضًا,0
       لا أريد أن أكون هنا بعد الآن,1
محاولة معرفة كيف يعمل هذا,0
 ترى   لها يوم رائع,0
  أعتقد أن الذهاب إلى جانب الجانبي هو الأفضل حقًا عند تفادي الرصاص,0
أنا أرى حادث سيارة أتساءل كيف تحطمت,1
من المحزن للغاية أنني لا أستطيع حماية هذه القطط ولا أعرف ما الذي يزعجهم من أي وقت مضى ولا أعرف لماذا هذه الأشياء لها ,1
 يوم العمل العادي بالنسبة لي لا يزال لدي خطط لتقديم بعض المعلومات لـ    أفعل,0
لقد انتحر ابن عمي مؤخرًا في الانتحار العسكري في اليوم الذي تم فيه انتخاب ,1
أشعر بأن قلبي محطم ولن يشفى أبدًا.,1
أريد أن أتوقف عن الشعور بأنني مجرد لا شيء.,1
كم عدد الأشخاص الذين يريد أن يطفو عليه حقًا,0
 أنا حقا أحب صورة لطيفة أيضا,0
 الواجهة الفلدر أفضل بغض النظر عن الغرض,0
  من فضلك انظر لي أحتاج إلى أن الإنسان الخاص بي دعني أموت وحدي أمب خائف من الإسراع,1
أريد أن أتوقف عن الشعور بهذا الألم الذي يقتل روحي تدريجيًا,1
كل يوم يمر يجعل الألم في قلبي أكثر صعوبة على تحمله,1
حزمة التحفيز   ,0
 لذلك أحتاج إلى العمل في هذا المشروع والأشخاص يعتمدون علي ولكني لا أفعل أي شيء لأنني أعتقد أنه ,1
أودع أحلامي وأملي في الحياة لأنني فقدتهم.,1
لقد سئمت منك ,1
أشعر بالعجز أمام مشاعري ولا أستطيع التحدث إلى أحد عنها,1
   حاول أن تصف كيف تبدو  في الحياة الحقيقية,1
  ما هو الأداء المهيمن  دع الاحتفالات تبدأ أطيب التمنيات للألعاب المقبلة,0
قد لا يكون  طيبًا لفترة من الوقت,0
أنا مريض وتعب من الناس الذين يضعون الكثير من الطاقة في السفن لكنهم لن يفعلوا نفس الشيء لمساعدة ,1
تنسجربفين آلاف الأطفال القتلى كما وضعها تنهد,1
يصلي عن مهنته الوظيفية الجديدة التي مدح الله ، لقد حصلت على وظيفة جديدة,0
أنا جائع جدا لا يجرؤ أي شخص على الجدول الزمني على التحدث عن الطعام أو سيأكلك بجدية,0
 نعم هو كذلك,0
يبدو أن  عثرت على كل البيرة,0
 لماذا قامت بهواتياتي القذرة للغاية وصنعت مقاطع فيديو لي ولدي السابقين من التعرف على الوجه مع الخلفية ,1
لقد دمرت أختي الملك الكون في الليلة التي سبقتها حتى أنني لا أريد حتى أن أكون هنا بعد الآن,1
نيكول ريتشي وجويل مادن تويت حب صغيرة لطيفة للغاية ولكن  والسيدة   تجعلني أرغب في التقيؤ,0
أشعر أن روحي تنهار ولا أستطيع تحمل هذه المعاناة أكثر,1
لقد استمتعت جميعًا بالدردشة على  ، تحقق من ذلك من ,0
لا أملك قوة للقتال بعد الآن وأريد الاستسلام.,1
لقد قرأت عن مجموعة تدعى  في سويسرا ، وهي تقدم انتحارًا بمساعدة من خلال المخدرات التي يجب أن تصبح العضو الذي يجب أن تصبح عضوًا يديره أنفسهم أي شخص لديه أي نظرة ثاقبة على الأميركيين الذين يسافرون هناك لهذا الغرض ، على ما يبدو أنها ساعدت العديد من المواطنين البريطانيين والألمانية على سلام,1
لا أستطيع التغلب على هذا الألم الداخلي.,1
متحمسة لنمتين أخريين ولا تضطر إلى ارتداء نظاراتها الغبية للنوم بعد الآن,0
  حصلت على الموافقة المسبقة عن علم في غرفة الخادم,0
الشيء الوحيد الذي أبقيني على قيد الحياة هو رحل ، أعتقد أنني أستطيع أن أقتل نفسي الآن,1
 لا ينبغي أن يتم دفع أي شخص إلى حد الانتحار وخاصة ليس من قبل أولئك الذين لم تفعلوا شيئًا سوى الاعتناء بهم,0
لقد سئمت من العيش ,1
  هو شيء واحد أو اللغة الإنجليزية,0
ظهر جاكسونوانج لأول مرة على   في هذا الأسبوع,0
استيقظت روكاري للتو على سرور كبير أنه فاز لو كانت مباراة جيدة,0
أبحث عن الخلاص من كل الكلام السيء والأفكار المؤلمة,1
آلان كوستيلو الذي تم إرساله في  في وقت لاحق منذ أن فاتتك كلمات أيام الجمعة تمامًا,0
أريد أن أقتل نفسي مثل ليس حرفيًا ولكن عقليًا وعاطفيًا,1
أريد أن أهرب من كل شيء لا أستطيع تحمله.,1
أشعر أن الحياة أصبحت عبئًا لا أستطيع حمله بعد الآن,1
لقد تركتني صديقتي أنا أكره الكلية ليس لدي أي اتجاه في الحياة ، أريد فقط أن أذهب للنوم ولا أستيقظ أبدًا ، كنت أفكر في الانتحار كثيرًا في الآونة الأخيرة وطرق مختلفة ، والسبب الوحيد الذي لم أفعله حتى الآن هو أنني أكثر من اللازممن كس ، لديّ إمكانية الوصول إلى ما يكفي من المخدرات لجرعة زائدة على أن أعيش بالقرب من الكثير من المباني الطويلة ، أراها معالجًا وطبيبًا نفسيًا لقد أدى ذلك إلى تفاقم أعراضاتيأؤذي الناس من حولي ، لكن لماذا يجب أن أعيش حياتي القرف فقط ، لذا لم يزعج الآخرون أحد هذه الأيام في حالة سكر بما يكفي لسحب الزناد بشكل مجازي مجازيًا,1
آلات البيع لعنة الله هي كآبة لدرجة أن الوقوف عليهم في انتظار وجبة خفيفة صغيرة حزينة مثل بعض العاهرة بافلوفيان يوم الثلاثاء,0
شاغر من بطولة كيت بيكنسيل ولوك ويلسون سيشاهدونها فاريا لينين روكس,0
أنا فارغ ، كنت أركز على المدرسة وأعمل ، لكن كل يوم أشعر أنه أسوأ وأسوأ الليلة الماضية ، لم أساعدني في حالة سكر ، لم أساعدني في أن أشعر بسوء ، وأنا أعلم أن وحدتي تأتي في الغالب من قراراتي الواعية لا يمكن أن أعيش مع الناس بدون الناس بدونهالهم السبب الوحيد الذي لم أقتله نفسي حتى الآن هو أنني أخشى الألم,1
   نصف  نصف فارغة هذا فريق  جيد بشكل شرعي إذا ذهبت من خلال المرجع الرياضي ,0
أشعر بأن لا أحد يستطيع فهم معاناتي الحقيقية,1
   مبكرًا بالنسبة لي أمبير ، أشعر وكأنني أذرع مفتوحة مرة أخرى بواسطة  ,0
أريد أن أرحل عن هذا العالم وأتوقف عن المعاناة التي لا تنتهي,1
 يريدون أشخاص مثلي ميتين لا يريدون مساعدتي إذا كنت في كندا إسرائيل أو ألمانيا ،,1
كان متعبا,0
لا أستطيع الانتظار حتى تموت أمي ، كل ما أنتظره هو أن تموت ثم سأستلقي تحت القطار في ذلك اليوم بالذات ولا يمكن أن تنتظر  ، وسأقتلها لتتمكن من قتل نفسي عاجلاً ولكننا في اثنينعلاقة حميمة للغاية باختصار ، لا أستطيع قتل بنادقها ممنوعة في بلدي ، لقد حصلت على سكين فقط أو لبنة للقيام بذلك ، لذلك لا يمكنني فعل ذلك ، طريقة دموية وبطيئة للغاية لا يمكن أن تفعل أي شيءرائحة بشرية بكل أشكالها باستثناء تقلصات داشاس ، أكره جسدي ، أكره الشرايين أن الأنف والشفاه واللعاب والعيون وكل ما أكرهه من جسم الإنسان باستثناء داشاس واحد أريد أن أمارس الجنس معهم وأكون مع داشا,1
مشكلة محددة في    في الواقع ، أنا فقط استنزفت من كل شيء أريد فقط أن أموت هههههههههههههههههههههههههههههههه,1
لا أستطيع أن أتحدث عن ألمي لأنني حتى لا أستطيع فهمه,1
أنا لا أشعر حقًا بالذهاب إلى الفصل وأكون أمرًا منتجًا اليوم,0
     صوت حتى قطع معصمي والأسود عيني,1
لديّ اضطراب ثنائي القطب وأصبحت شديد الإدراك لتأرجح مزاجي ، يصبحون سيئين بما فيه الكفاية حيث بالكاد أستطيع الخروج من السرير التحدث إلى أصدقائي أو حتى العمل وخلال الحلقات الهوسي ، لا أنام ربما ساعات في الليلأهداف غير واقعية للغاية ثم تضرر مرة أخرى مع الاكتئاب المعطل,1
أشعر بأنني وحيد جدًا وأفكر بالرحيل عن هذا العالم للأبد,1
لدي مثل هذه العادة السيئة في مقارنة نفسي بالفتيات الأخريات اللعنة أنا أكره نفسي,1
  جيدًا مقارنةً بالمناطق الأخرى غربنا ، سآخذ شهاداتنا وأركض معها,0
كريس غاريت أنا مستيقظ لأنه لا يمكن أن تنتظر لسماع مزيد من التفاصيل,0
لقد كان مستيقظًا فقط ساعتين ولكنه يرغب في العودة للنوم,0
  يعرف المرء أن أحدهم يتمتع بشركتي وأجعل الجميع بائسة الجميع أفضل حالًا,1
حصل عالم الفئران   على احتفال رايت ب,0
تشعر بأنك محظوظ للعمل مع    في  التي كرمتها  بموجب اليوم ,0
 ذاهب إلى سخيف قتل نفسي لأن ليس لدي أي غرض على هذه الأرض لأن كل ما أريد أن أفعله في هذه الحياة لديه ,1
الذهاب إلى المدرسة والاستمتاع بيومي الأخير عندما كان عمري عام ولكن أيضًا,0
رائع الآن لدي موسيقى القفز الخاصة بي ، سأتخلى عن التفكير في حقيقة أنها هي موسيقى    وقفز فقط,0
لم يعد هناك شيء يجعلني أبتسم حقًا.,1
   أنا أحب وشم  الخاص بك هل تألم الأمر وأعتقد أنني سأحصل عليه,0
ماثيو تيرنبول هو أن بي توني برايس موجود هنا أيضًا كما هو الحال,0
  كلاهما مشهور,0
في انتظار القطار حتى أتمكن من الذهاب إلى إلين ولدي فطيرة السمك لدينز ، كنت أنتظر هذه اللحظة طوال حياتي,0
لقد قمنا بزيارة من رأسنا الجميل اليوم لطيف,0
هيليكون الذي يدعو  ,0
 اثنان من  للاشتراك هنا,0
 سعيد لسماعها أنا بخير شكرا,0
  سعيد لأنك استمتعت بصديقك الأول,0
أليكسيا ههاس تمتص أن تكون أنت,0
  الرسمي يفوز في أسابيع تهانينا   ,0
  تهانينا لكل من اشترى التنصت حتى يتمكنوا من شراء الأشياء بسهولة أكبر ,0
حين أغمض عيني أشعر أن النهاية تقترب مني وأتمنى لو يمكنني فقط أن أنسى كل ما يؤلمني وأجد السلام الأبدي,1
  هدفي النهائي هو ألا ينتهي مثل جميع الأشخاص البائسين من حولي الذين استقروا في الحياة وهم مرارة دائمًا,1
لم أعد أستطيع رؤية الضحكة في وجهي بسبب الحزن العميق,1
كل لحظة تمر تزيد من شعوري بالظلام وأرغب بشدة في العثور على السلام الأبدي الذي لا أستطيع إيجاده,1
 تذهب لك,0
   أوه ، هذا  نعم يا طائر صغير فقير لا يأتي هنا حوت الفشل,0
 أنا الآن من قبل أم وووو,0
  لديك نقطة جيدة,0
 ماذا عن  ,0
 سهلة الطريقة هي الذهاب إلى  والاختراق  حصلت على   على هاتفه ,0
أشعر بأن حياتي مليئة بالظلام وأريد فقط الخروج منها بأي طريقة,1
 هذا بالنسبة لك الشخص الذي يشعر وكأنه ليس لديه شخص لا يرى لماذا يجب أن يكون هنا بعد الآن,1
  لدينا   إنه من الغريب أن يسبب ذلك نوعًا ما المضحك عندما يكتشف الناس أن خردةهم لا قيمة لها,0
لا نريدهم أن يعتقدوا أننا نفعل أي شيء غير أخلاقي,0
يتم عبور أصابع  بحزم لك أي نصيحة أعطني الصراخ,0
 الجزء الأسوأ هو أنني أتعب بسهولة وأحب قيلولة لحسن الحظ لا أتعب حتى بعد العمل ,1
 ذهبت إلى ستاربكس في وقت سابق,0
قام  بفحص أن     صفع ,1
أريد أن أتوقف عن الشعور بهذا الألم الذي يقتل روحي تدريجيًا,1
ليلة سعيدة أريد حقًا أن أقتل نفسي,1
كل الطرق تؤدي إلى اليأس ولا أجد من يساعدني.,1
كل شئ,0
ديلان هايز ، أنا حريص على التوجه إلى سيدني ملبورن حتى لو أتيت  إلى هنا ، لا يزال يتعين علينا ,0
خرجت للتو من الفيلم كان لديه بعض الضحك أنا اللفتنانت كولبيرت,0
تم إطلاق سراح    على  إذا لم يكن لديك الحصول عليها,0
إريك بوهليرت لا شيء للعيش من أجل السبب لأنك كنت سيئة,1
قلوب الناس قاسية ولا مكان لي بين هذه القسوة.,1
  لعنة هذا هو المتشددين أنا أكره نفسي لتسخين الكثير,1
لماذا أنا ضعيف لدرجة أنني لا أستطيع الاستمرار إلى جانب خطأ وظيفتي الجديدة في أن أتعامل مع ذلك ، فلماذا يجب أن أعاقبهم من خلال الذهاب إلى إجازة من المفترض أن يكون أفضل من هذا في هذا  ، مرعوب جدًا من تناول الإجهادإن  لأكون مقتنعًا بقتل نفسي هو الخيار الوحيد الذي جعلني طبيبي على الأدوية ربما لأنني مجنون لا أعرف أنني لا أملك أي أصدقاء أو شبكة دعم عائلية ، لذا لا مع هذا الصديق القرف وكل ما لدي هو صديقي للتحدثلكن هذا ليس مشكلته ، لن أسرجه بوضعي ، فأنا شخص خجول أستحق هذا,1
جدول عملي للأسبوع المقبل يجعلني أرغب في الموت ، لست مستعدًا,1
بيضة عيد الفصح بدون السعرات الحرارية ,0
شكرا على علامة الترحيب,0
عندما تهزني البوب الزجاجة,0
 أحدث لحنتي  اترك تعليقًا من فضلك,0
أشعر بأن قلبي مثقل بالألم ولا أطيق أن أعيش مع هذه المعاناة التي تلتهم روحي يومًا بعد يوم,1
   أوافق على أنه أمر فظيع ولا معنى له بغض النظر عن أخطائه الأخيرة التي لم يستحقها للموت والسخرية منه ,1
كل يوم أعيش فيه أشعر بأن الألم يزداد وأتمنى فقط أن أنتهي,1
   تحقق من المصلين ,0
 رواه ديف   لا يمكن أن يخطئ,0
     أنا لا أريد أسلحتك بجدية ، لست متأكدًا من من يفعل ,1
غاسي ليس كل شيء,0
ليس لدي القوة لأكمل المعركة التي أقاتلها بداخلي أشعر أن روحي تتلاشى مع كل لحظة تمر وأريد فقط أن أنهي كل شيء وأجد السلام,1
تريد قتلها,0
  اعتنوا يا شباب,0
  ما هو البرنامج على الشاشة الوسطى التي استخدمتها   و   لصنع الفيديو الهواة,0
هو مصور رائع,0
ميليسا ليفورد أنت ابنة حلوة في القانون وآمل أن تسير على ما يرام اليوم,0
  آسف إذا كنت أريد حقًا أن تنتهي حياتي أنا آسف ، لقد شربت أسبوعًا مستقيمًا ، أنا آسف ، لكن من الصعب أن أقول أنه سيكون على ما يرام عندما لم تكن حياتي على ما يرام,1
أرجوك سامحني ، حاولت الحصول على المساعدة ، لا أعرف ماذا أقول إنني سئمت من أن أكون عبئًا على أي شخص آخر ، لقد سئمت من كل شخص شطبني ، لا أستطيع مساعدة من أنا وحاولت الحصول على المساعدة لدي خطةوفي غضون أسابيع قليلة لن أكون جزءًا من هذا العالم,1
كيت إدواردز ليس عليك إحضار أي شيء ، إنه مكانك ,0
شيللي بوكوورم هاه جولة هو شكل بالفعل وهناك أجزاء مستديرة مني,0
أعيش في سجن داخلي من الحزن يزداد قيدًا يومًا عن يوم,1
أفكر بأشياء سوداء وأريد أن أهرب منها.,1
انتخابات   اليوم,0
يمكن أن يكون ليزيلب قد نشأت في ظهري ثم سقطت جميعها,0
  غريب جدا أنا أحب ذلك ,0
لا يمكن لمترو  النموذجية حتى الحصول على هذا بشكل صحيح,0
أشعر أن الحياة أصبحت عبئًا لا أستطيع حمله بعد الآن,1
صنع بعض الغداء,0
رموز  تزعجك تغيير سطح المكتب  من  ,0
لقد تعرضت للتو في حادث سيارة وأتمنى أن يكون الأمر أسوأ وأنني أصبت بجروح قاتلة عندما كنت أقود السيارة أحيانًا أتخيل أن مجرد تصطدم بشيء ما وأموت ، لقد أجريت بعض المكالمات الوثيقة مع السائقين الآخرين ، وكثيراً ما أفكر بعد ذلك في أننيأتمنى لو انتهى بهم الأمر إلى ضربني ، لا أعرف لماذا أشعر أن هذا كان يأخذ سيرترالين النسخة العامة من  التي منعتني من الشعور بالرعب على أساس اليوم العادي ، ولكن كلما حدث شيء ما من هذا الحادث العادي مثل هذا الحادثأو أفسد شيئًا ما كما لو أنني لم أكن أبداً ، فقد شعرت  بأنني أرغب في ذلك ولا أريد أن أموت في العامين الماضيين ، كان الأمر فظيعًا بالنسبة لي ، لكن لا يزال لديّ أحلام وأريد أن أفعل أشياء قبل أن أبدأ في تناول السيرترالينكنت أخطط بنشاط في موتي ، لكن الآن أشعر أنني أشعر بالنصف الرغبة في الاستمرار ونصف الرغبة في الموت قبل أن تتحرك حياتي إلى الأمام كثيرًا ، فإن حادث السيارة سيكلفني وعائلتي كثيرًا من المال وكل خطأي ربماكانوا سيحصلون على بعض التعويضات إذا ماتت لو لم أعد أكون حزينًا ، لكنني أيضًا لن أتمكن,1
 حقا لماذا الاتصال سوبرمان يمكن أن ينقذك نحن بحاجة يا,0
كانت النشرات الإخبارية من المأدبة تقريبًا مراحل التحرير النهائية,0
  أنا سخيف جدا سئمت من العيش أنا لست ذكيا أنا لست رياضيا أنا لست جذابا أنا لست موهوبا أنا فقط لدي هذا سخيف ,1
 أنا جميعًا من أجل الضريبة العادلة أو عجز بوش في شيء ما,0
الاحتفال بانتصار مصرفي بسيط ، فقد حصل أحد على ذلك على أنه كان خطأ,0
لقد سئمت من الأكاذيب والعيش في أكاذيب من الناس الذين يعرضون فقط الإصدارات التي يريدون إظهارها والعروض التي يضعها الناس,1
أنا بحاجة ماسة لمساعدة لكن الخوف يمنعني من طلبها,1
 لدينا نطاق حافي القدمين هو بديل رائع عندما تحتاج إلى ارتداء أحذية ، فإنك تسمح لك بالتحرك في القدم كما لو كانت حافي القدمين,0
تشعر وكأنها تهرب بعيدا في مكان رائع حيث لا يمكن لأحد أن يجدني,0
كل الأحلام التي بنيتها تهاوت وأصبحت مجرد ذكريات مؤلمة والآن أفكر جدياً في الرحيل عن هذا العالم إلى الأبد,1
   أطلق جسدي,1
لا أستطيع الانتظار للحصول على وظيفة الأنف اللعينة هذه حتى أتمكن من أخذ صور شخصية جديدة لأنني أكره كل صورة واحدة لنفسي بما في ذلك ,1
شغف الشوكولاتة تمامًا وأيام ستاربكسونلي,0
  هي أنها سيئة كما سمعت,0
كل شيء على ما يرام ، لكن لا شيء على ما يرام ، لقد كنت دائمًا غير سعيد بعض الشيء لأن طفلاً أيضًا أعتقد أنه على الرغم من أنني لا أستطيع أن أتذكر الكثير من طفولتي ، لا أريد أن أقتل نفسي ، لكن هذا الفكر في بعض الأحيان يأتي زحفًا ويخيفني قليلاًقبل أسابيع ، ظهرت مشكلة كانت مشكلة مالية قابلة للتثبيت للغاية ، لكنني لم أستطع التعامل معها ، لقد ربطت نفسي بمشاعدة وكل شيء كنت سأفعله ، كنت وحدي في المنزل مع كلبي ، لذلك لم يكن هناك حقًا أحدكن قادرًا على إيقافي ، لم أفعل أي شيء ، لكنني شعرت أنني كنت قد فعلت ذلك تمامًا على الدافع حول مشكلة قابلة للتثبيت تاركًا وراء كل ما أحبه ومستقبلي المأمل ، أشعر الآن أنه يزحف عليّ كل شيء على ما يرام ولكن لا يمكنني ذلكساعد الشعور بأنني يجب أن أفعل ذلك مثل كل شيء سيكون أسهل بالنسبة للجميع إذا كانوا يدركون فقط مدى احتاجهم إلى القليل,1
سخيف نهاية حياتي,1
   بحزن حول الأشخاص المتحولين جنسياً الذين تعرضوا للتخويف في المدرسة قد فكروا في أو حاولوا الانتحار,1
رائع جدًا ، شكرًا جزيلاً لدرجة أنه تم شحن الأشياء الخاصة بنا للتو ، لذا يجب أن يكون لدي أفضل ما لديك قريبًا,0
  المكافأة,0
أريد أن أكون رجل أعمال,0
سيلديفيل لعنة اليمين كيندا أكره نفسي لعدم امتلاكه للنظام لوضعه على أن تكون فقيرًا تمتص,1
حقا فوكين أريد أن ينتهي هذا الجزء من حياتي,1
أنا أحب ما قرأته للتو عن   ,0
إنه فقط هو وأنا أكملت هدفي البيع الذي أنا سعيد ,0
  سأقرأه حتى كان سباق الماراثون ، دعنا نقول فقط أنا سعيد لأنها انتهت لول,0
لقد سئمت من شيك الأجر المعيشة لدفع شيك إذا كان أي مخادع يريد  يرجى القيام به,1
  اليوم قبل عام ، فقدت جارًا وصديقًا للانتحار ، لذا هنا اقتباس جعلني في أسوأ أوقات لي,1
سأترك إلى الأبد إذا كنت ستفتقدني,1
يجب على الجميع متابعتي وإطعامني المكسيكي كل يوم,0
أشعر بأن قلبي محطم إلى الأبد وهذا يؤلمني بشدة,1
لماذا يمكنني أن أحتقر وظيفتي تمامًا من كل قلبي ، لكنني أتمكن,1
يا إلهي لا أستطيع,1
قلبي محطم جدا,1
 أريد أن أقرأ    أطفال الرجال على الرغم من فرضية مثيرة للاهتمام   ,0
تحديث على هاتفي الحقيقي السريع كان في سيارتي كلها الوقت لعنة الله أنا حقا سخيف أكره نفسي ,1
أنا تعبت من هذا الحزن الذي يملأ قلبي ولا أستطيع تحمله بعد الآن,1
أنا أعيش صراعًا داخليًا صعبًا مع نفسي، وأتمنى أن أتمكن من نسيان كل ألمي,1
أريد أن أنهي كل هذا الحزن الذي لا يفارقني وأترك وراءي حياة خالية من الألم والمعاناة,1
 ثورة في المنظفات المنزلية التي تقدم أطفالًا يحصلون على واحدة الآن بينما تستمر الأسهم,0
    هو أفضل مبيعات أفضل لاعبين المبيعات لدينا من الفريق الذي ينتقل من  إلى  في   مشهد بلدي,0
حان الوقت للتوقف والذهاب إلى النوم ، وأعتقد أنه كان يومًا كبيرًا جيدًا,0
الحصول على لغتي الإنجليزية ، لا أستطيع الانتظار حتى العطلات,0
كانت ابنة   مسرورة لرؤية هذا الحكم المساعد اليوم مثل شعرها مثل هل يمكنني أن أكون حكماً,0
كل لحظة تمر تزيد من شعوري بالوحدة والحزن العميق,1
أنا متعب للغاية ، أريد فقط أن أنام ولكني أخشى ما قد أحلم به ، أعتقد أنه مجرد خطأي ، أعتقد أن كل مشاكلي هي خطأي الخاص ، لقد سمعت من المفترض أن تجعلني أشعر بتحسن لأنه يعني أنني أستطيع ذلكالعمل لتحسن وتغيير الأمور يجعلني أشعر أسوأ لأنني أعلم أنني لن يهتم الناس إذا ماتت ، لقد سألت بعضًا على الأقل ، ثم لم أكن سأتعب لن أكون متعبًا,1
في بعض الأحيان ، لقد سئمت من العيش,1
أكره تكرار نفسي مثل اللعنة,1
صباح الخير مع الاعتذار لأصدقائي في  ، كل ما يجب أن أقوله هو    أفضل حظًا في العام المقبل الأولاد,0
أشعر أن الألم في داخلي قد فاق احتمالي وأريد أن أنهي كل هذا العذاب الذي يراودني طوال حياتي,1
   لا شك أن فوضى قسم الكراهية أوباما هي  ,1
حياتي جيدة جدًا بالنسبة لي أن أشعر بالغضب والبؤس طوال الوقت,1
تقريبا العطل من جهة أخرى تخيم د د د,0
يلعب  حصريًا  و  أنا أحبه,0
أتمنى لو أتمكن من إيجاد السلام في الموت.,1
  عندما تحاول الخروج من أجل  وتسمع  تعال,0
ميكيواي لطيف,0
أريد أن أنهي كل شيء لكي أتخلص من هذا الحزن الثقيل,1
 صباح الخير شعور أكثر سعادة اليوم,0
 أتمنى أن يكون لديك زميل وقت ممتع,0
 أنت أو الصورة  لعنة كلاهما تبدو جيدة جدا,1
سمع يوم يبحث في أسعار بوفيه السيدة  يوم الجمعة أمس أن الصفقة لمتجرنا الجديد تتقدم أخيرًا,0
  ذات يوم سأقتل نفسي وستكون ملاحظتي الانتحارية مجرد بعض القرف مثل ذراعي نوع من السمين نوعًا ما,1
بينما أنا فوكين في ذلك  شراء قميص من فضلك,0
   مهارات الطهي تعمل على تحسين الروائح جيدة جدًا,0
الوحدة التي أشعر بها تقتلني ببطء وتجعلني أرى العالم بألوان قاتمة,1
  لي أعرف جيدًا أنني سأكره نفسي لأخذها على أي حال ,1
أريدك أن تشرح لنفسك,0
أعتقد أن الوقت قد حان لبعض الأغاني القذرة حقًا من  لول,0
البحث عن فستان جيد أي رعاية لمساعدتي,0
 لدينا شخير في مسار تكنولوجيا المعلومات حقا مثير للاهتمام جدا,0
كل الأشياء الجميلة التي كنت أتمناها تبددت وأصبحت بلا قيمة,1
لم أعد أحتمل الحياة وأبحث عن نهاية لهذا العذاب.,1
أكره عندما أريد أن أكون ذاتيًا ، لكن عقلي يرفض السماح لي بالمعدين ، أريد فقط أن أشعر بالأسف على نفسي,1
لقد حصلت على سخيف أنني قد فعلت ذلك تقريبًا مع الفصل الدراسي ولكني أشعر أنه لا يوجد الكثير من القرف عليّ أن أشعر أنني أحب ,1
لقد تغيرت إلى الأسوأ اللعين ، ولا أستطيع أن أصدق أنه يمكنك العودة حقًا إلى كل عملك الشاق من هذا القبيل,1
